Abbreviation	Abbreviation	_	Abbreviation	20	data/treex/000_orig/train/001#241:V-B
Pronoun	Pronoun-possessive	Person=first|Gender=masculine|Number=singular|Case=nominative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	3	data/treex/000_orig/train/001#238:moj
Pronoun	Pronoun-possessive	Person=first|Gender=neuter|Number=plural|Case=accusative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/test/001#148:moja
Pronoun	Pronoun-possessive	Person=first|Gender=neuter|Number=plural|Case=nominative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#144:moja
Pronoun	Pronoun-possessive	Person=first|Gender=neuter|Number=singular|Case=locative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#434:mojem
Pronoun	Pronoun-possessive	Person=first|Gender=neuter|Number=singular|Case=nominative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#472:naše
Pronoun	Pronoun-possessive	Person=second|Gender=feminine|Number=plural|Case=instrumental|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/test/001#85:vašimi
Pronoun	Pronoun-possessive	Person=second|Gender=feminine|Number=plural|Case=locative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#275:tvojih
Pronoun	Pronoun-possessive	Person=second|Gender=feminine|Number=singular|Case=accusative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/test/001#61:vašo
Pronoun	Pronoun-possessive	Person=second|Gender=feminine|Number=singular|Case=locative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#260:tvoji
Pronoun	Pronoun-possessive	Person=second|Gender=feminine|Number=singular|Case=nominative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#447:tvoja
Pronoun	Pronoun-possessive	Person=second|Gender=masculine|Number=plural|Case=accusative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#444:tvoje
Pronoun	Pronoun-possessive	Person=second|Gender=masculine|Number=singular|Case=accusative|Owner-Number=singular|Syntactic-Type=adjectival|Animate=no	Pronoun-possessive	2	data/treex/000_orig/train/001#35:tvoj
Pronoun	Pronoun-possessive	Person=second|Gender=masculine|Number=singular|Case=genitive|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#108:tvojega
Pronoun	Pronoun-possessive	Person=second|Gender=masculine|Number=singular|Case=locative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#259:tvojem
Pronoun	Pronoun-possessive	Person=second|Gender=masculine|Number=singular|Case=nominative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#84:Tvoj
Pronoun	Pronoun-possessive	Person=second|Gender=neuter|Number=singular|Case=genitive|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#47:tvojega
Pronoun	Pronoun-possessive	Person=second|Gender=neuter|Number=singular|Case=locative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#259:tvojem
Pronoun	Pronoun-possessive	Person=second|Gender=neuter|Number=singular|Case=nominative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#455:tvoje
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=plural|Case=accusative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#241:njihove
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=plural|Case=accusative|Owner-Number=singular|Owner-Gender=feminine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#131:njene
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=plural|Case=accusative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	2	data/treex/000_orig/train/003#396:njegove
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=plural|Case=dative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#499:njegovim
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=plural|Case=genitive|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/test/001#165:njihovih
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=plural|Case=genitive|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	5	data/treex/000_orig/train/001#249:njegovih
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=plural|Case=instrumental|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#54:njegovimi
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=plural|Case=locative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#372:njegovih
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=plural|Case=nominative|Owner-Number=dual|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#254:njune
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=plural|Case=nominative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#50:njihove
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=plural|Case=nominative|Owner-Number=singular|Owner-Gender=feminine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#132:njene
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=plural|Case=nominative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	8	data/treex/000_orig/train/001#106:Njegove
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=singular|Case=accusative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	3	data/treex/000_orig/train/001#399:njihovo
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=singular|Case=accusative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	4	data/treex/000_orig/train/001#152:njegovo
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=singular|Case=dative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#216:njegovi
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=singular|Case=genitive|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#314:njihove
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=singular|Case=genitive|Owner-Number=singular|Owner-Gender=feminine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#109:njene
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=singular|Case=genitive|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	2	data/treex/000_orig/train/001#295:njegove
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=singular|Case=instrumental|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	4	data/treex/000_orig/train/001#190:njegovo
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=singular|Case=locative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	9	data/treex/000_orig/train/001#55:njegovi
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=singular|Case=nominative|Owner-Number=dual|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#256:njuna
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=singular|Case=nominative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	5	data/treex/000_orig/train/003#232:njihova
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=singular|Case=nominative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	11	data/treex/000_orig/train/001#110:njegova
Pronoun	Pronoun-possessive	Person=third|Gender=feminine|Number=singular|Case=nominative|Owner-Number=singular|Owner-Gender=neuter|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#52:njegova
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=dual|Case=locative|Owner-Number=dual|Syntactic-Type=adjectival	Pronoun-possessive	2	data/treex/000_orig/train/002#1:njunih
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=plural|Case=accusative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#196:njegove
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=plural|Case=genitive|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/004#31:njihovih
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=plural|Case=genitive|Owner-Number=singular|Owner-Gender=feminine|Syntactic-Type=adjectival	Pronoun-possessive	2	data/treex/000_orig/train/001#145:njenih
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=plural|Case=genitive|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#52:njegovih
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=plural|Case=instrumental|Owner-Number=singular|Owner-Gender=feminine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#19:njenimi
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=plural|Case=instrumental|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#331:njegovimi
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=plural|Case=locative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#477:njihovih
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=plural|Case=locative|Owner-Number=singular|Owner-Gender=feminine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#185:njenih
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=plural|Case=nominative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	3	data/treex/000_orig/train/003#264:njihovi
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=plural|Case=nominative|Owner-Number=singular|Owner-Gender=feminine|Syntactic-Type=adjectival	Pronoun-possessive	4	data/treex/000_orig/train/001#144:njeni
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=plural|Case=nominative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	6	data/treex/000_orig/train/001#19:Njegovi
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=singular|Case=accusative|Owner-Number=dual|Syntactic-Type=adjectival|Animate=no	Pronoun-possessive	1	data/treex/000_orig/train/001#271:njun
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=singular|Case=accusative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival|Animate=no	Pronoun-possessive	5	data/treex/000_orig/train/001#295:njegov
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=singular|Case=genitive|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#386:njihovega
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=singular|Case=genitive|Owner-Number=singular|Owner-Gender=feminine|Syntactic-Type=adjectival	Pronoun-possessive	3	data/treex/000_orig/train/001#145:njenega
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=singular|Case=genitive|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	3	data/treex/000_orig/train/001#182:njegovega
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=singular|Case=instrumental|Owner-Number=dual|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/test/001#313:njunim
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=singular|Case=instrumental|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#294:njegovim
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=singular|Case=locative|Owner-Number=dual|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#136:njunem
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=singular|Case=locative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	6	data/treex/000_orig/train/001#67:njegovem
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=singular|Case=nominative|Owner-Number=singular|Owner-Gender=feminine|Syntactic-Type=adjectival	Pronoun-possessive	5	data/treex/000_orig/train/002#210:njen
Pronoun	Pronoun-possessive	Person=third|Gender=masculine|Number=singular|Case=nominative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	16	data/treex/000_orig/train/001#65:Njegov
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=plural|Case=accusative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#310:njihova
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=plural|Case=accusative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	2	data/treex/000_orig/train/002#376:njegova
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=plural|Case=genitive|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	2	data/treex/000_orig/train/003#475:njihovih
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=plural|Case=genitive|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#385:njegovih
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=plural|Case=locative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#198:njegovih
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=plural|Case=nominative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	2	data/treex/000_orig/train/001#52:Njihova
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=plural|Case=nominative|Owner-Number=singular|Owner-Gender=feminine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#186:njena
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=plural|Case=nominative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	2	data/treex/000_orig/train/002#112:Njegova
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=singular|Case=accusative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#235:njihovo
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=singular|Case=accusative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#264:njegovo
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=singular|Case=dative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#3:njegovemu
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=singular|Case=genitive|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	2	data/treex/000_orig/train/001#44:njegovega
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=singular|Case=instrumental|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	2	data/treex/000_orig/train/002#52:njegovim
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=singular|Case=locative|Owner-Number=singular|Owner-Gender=feminine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/test/001#215:njenem
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=singular|Case=locative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#159:njegovem
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=singular|Case=nominative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	3	data/treex/000_orig/train/002#16:njihovo
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=singular|Case=nominative|Owner-Number=singular|Owner-Gender=feminine|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#20:Njeno
Pronoun	Pronoun-possessive	Person=third|Gender=neuter|Number=singular|Case=nominative|Owner-Number=singular|Owner-Gender=masculine|Syntactic-Type=adjectival	Pronoun-possessive	6	data/treex/000_orig/train/001#39:njegovo
Pronoun	Pronoun-reflexive	Case=accusative|Clitic=no|Referent-Type=personal|Syntactic-Type=nominal	Pronoun-reflexive	1	data/treex/000_orig/train/001#219:sebe
Pronoun	Pronoun-reflexive	Case=accusative|Clitic=yes|Referent-Type=personal|Syntactic-Type=nominal	Pronoun-reflexive	63	data/treex/000_orig/train/001#16:se
Pronoun	Pronoun-reflexive	Case=dative|Clitic=no|Referent-Type=personal|Syntactic-Type=nominal	Pronoun-reflexive	3	data/treex/000_orig/train/002#153:sebi
Pronoun	Pronoun-reflexive	Case=dative|Clitic=yes|Referent-Type=personal|Syntactic-Type=nominal	Pronoun-reflexive	12	data/treex/000_orig/train/001#361:si
Pronoun	Pronoun-reflexive	Case=genitive|Clitic=no|Referent-Type=personal|Syntactic-Type=nominal	Pronoun-reflexive	5	data/treex/000_orig/train/002#19:sebe
Pronoun	Pronoun-reflexive	Case=instrumental|Clitic=no|Referent-Type=personal|Syntactic-Type=nominal	Pronoun-reflexive	6	data/treex/000_orig/train/001#121:seboj
Pronoun	Pronoun-reflexive	Case=locative|Clitic=no|Referent-Type=personal|Syntactic-Type=nominal	Pronoun-reflexive	10	data/treex/000_orig/train/001#287:sebi
Pronoun	Pronoun-reflexive	Clitic=yes	Pronoun-reflexive	620	data/treex/000_orig/train/001#6:se
Pronoun	Pronoun-reflexive	Gender=feminine|Number=plural|Case=accusative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	2	data/treex/000_orig/train/001#183:svoje
Pronoun	Pronoun-reflexive	Gender=feminine|Number=plural|Case=dative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	2	data/treex/000_orig/train/003#44:svojim
Pronoun	Pronoun-reflexive	Gender=feminine|Number=plural|Case=genitive|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	3	data/treex/000_orig/train/003#43:svojih
Pronoun	Pronoun-reflexive	Gender=feminine|Number=plural|Case=instrumental|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	1	data/treex/000_orig/train/003#217:svojimi
Pronoun	Pronoun-reflexive	Gender=feminine|Number=plural|Case=locative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	1	data/treex/000_orig/train/002#3:svojih
Pronoun	Pronoun-reflexive	Gender=feminine|Number=singular|Case=accusative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	7	data/treex/000_orig/train/001#161:svojo
Pronoun	Pronoun-reflexive	Gender=feminine|Number=singular|Case=dative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	3	data/treex/000_orig/train/001#220:svoji
Pronoun	Pronoun-reflexive	Gender=feminine|Number=singular|Case=genitive|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	6	data/treex/000_orig/train/001#495:Svoje
Pronoun	Pronoun-reflexive	Gender=feminine|Number=singular|Case=instrumental|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	3	data/treex/000_orig/train/001#253:svojo
Pronoun	Pronoun-reflexive	Gender=feminine|Number=singular|Case=locative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	3	data/treex/000_orig/train/001#489:svoji
Pronoun	Pronoun-reflexive	Gender=masculine|Number=plural|Case=accusative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	6	data/treex/000_orig/train/002#175:svoje
Pronoun	Pronoun-reflexive	Gender=masculine|Number=plural|Case=genitive|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	2	data/treex/000_orig/train/001#183:svojih
Pronoun	Pronoun-reflexive	Gender=masculine|Number=plural|Case=instrumental|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	1	data/treex/000_orig/train/002#212:svojimi
Pronoun	Pronoun-reflexive	Gender=masculine|Number=plural|Case=locative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	3	data/treex/000_orig/train/001#231:svojih
Pronoun	Pronoun-reflexive	Gender=masculine|Number=singular|Case=accusative|Referent-Type=possessive|Syntactic-Type=adjectival|Animate=no	Pronoun-reflexive	14	data/treex/000_orig/train/001#140:svoj
Pronoun	Pronoun-reflexive	Gender=masculine|Number=singular|Case=accusative|Referent-Type=possessive|Syntactic-Type=adjectival|Animate=yes	Pronoun-reflexive	1	data/treex/000_orig/train/001#388:svojega
Pronoun	Pronoun-reflexive	Gender=masculine|Number=singular|Case=genitive|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	2	data/treex/000_orig/train/001#107:svojega
Pronoun	Pronoun-reflexive	Gender=masculine|Number=singular|Case=instrumental|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	3	data/treex/000_orig/train/001#379:svojim
Pronoun	Pronoun-reflexive	Gender=masculine|Number=singular|Case=locative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	4	data/treex/000_orig/train/001#76:svojem
Pronoun	Pronoun-reflexive	Gender=neuter|Number=plural|Case=accusative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	1	data/treex/000_orig/train/002#34:svoja
Pronoun	Pronoun-reflexive	Gender=neuter|Number=plural|Case=locative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	1	data/treex/000_orig/train/001#207:svojih
Pronoun	Pronoun-reflexive	Gender=neuter|Number=singular|Case=accusative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	6	data/treex/000_orig/train/001#61:svoje
Pronoun	Pronoun-reflexive	Gender=neuter|Number=singular|Case=genitive|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	3	data/treex/000_orig/train/002#44:svojega
Pronoun	Pronoun-reflexive	Gender=neuter|Number=singular|Case=locative|Referent-Type=possessive|Syntactic-Type=adjectival	Pronoun-reflexive	4	data/treex/000_orig/train/002#122:svojem
Pronoun	Pronoun-relative	Case=accusative|Syntactic-Type=nominal	Pronoun-relative	68	data/treex/000_orig/train/001#77:kar
Pronoun	Pronoun-relative	Case=genitive|Syntactic-Type=nominal	Pronoun-relative	7	data/treex/000_orig/train/002#83:česar
Pronoun	Pronoun-relative	Case=instrumental|Syntactic-Type=nominal	Pronoun-relative	1	data/treex/000_orig/test/001#194:čimer
Pronoun	Pronoun-relative	Case=locative|Syntactic-Type=nominal	Pronoun-relative	1	data/treex/000_orig/test/001#37:čemer
Pronoun	Pronoun-relative	Case=nominative|Syntactic-Type=nominal	Pronoun-relative	4	data/treex/000_orig/train/001#304:kdorkoli
Pronoun	Pronoun-relative	Gender=feminine|Number=plural|Case=genitive|Syntactic-Type=adjectival	Pronoun-relative	2	data/treex/000_orig/train/001#42:katerih
Pronoun	Pronoun-relative	Gender=feminine|Number=plural|Case=instrumental|Syntactic-Type=adjectival	Pronoun-relative	1	data/treex/000_orig/train/003#164:katerimi
Pronoun	Pronoun-relative	Gender=feminine|Number=plural|Case=locative|Syntactic-Type=adjectival	Pronoun-relative	3	data/treex/000_orig/train/002#4:katerih
Pronoun	Pronoun-relative	Gender=feminine|Number=singular|Case=accusative|Syntactic-Type=adjectival	Pronoun-relative	3	data/treex/000_orig/train/002#303:kakršno
Pronoun	Pronoun-relative	Gender=feminine|Number=singular|Case=dative|Syntactic-Type=adjectival	Pronoun-relative	1	data/treex/000_orig/train/003#254:kateri
Pronoun	Pronoun-relative	Gender=feminine|Number=singular|Case=genitive|Syntactic-Type=adjectival	Pronoun-relative	4	data/treex/000_orig/train/001#18:katere
Pronoun	Pronoun-relative	Gender=feminine|Number=singular|Case=instrumental|Syntactic-Type=adjectival	Pronoun-relative	2	data/treex/000_orig/train/003#307:katero
Pronoun	Pronoun-relative	Gender=feminine|Number=singular|Case=locative|Syntactic-Type=adjectival	Pronoun-relative	5	data/treex/000_orig/train/001#274:kateri
Pronoun	Pronoun-relative	Gender=feminine|Number=singular|Case=nominative|Syntactic-Type=adjectival	Pronoun-relative	2	data/treex/000_orig/train/002#318:kakršna
Pronoun	Pronoun-relative	Gender=masculine|Number=plural|Case=accusative|Syntactic-Type=adjectival	Pronoun-relative	3	data/treex/000_orig/train/002#47:katere
Pronoun	Pronoun-relative	Gender=masculine|Number=plural|Case=dative|Syntactic-Type=adjectival	Pronoun-relative	1	data/treex/000_orig/train/003#369:katerim
Pronoun	Pronoun-relative	Gender=masculine|Number=plural|Case=genitive|Syntactic-Type=adjectival	Pronoun-relative	4	data/treex/000_orig/train/002#184:katerih
Pronoun	Pronoun-relative	Gender=masculine|Number=plural|Case=locative|Syntactic-Type=adjectival	Pronoun-relative	4	data/treex/000_orig/train/001#347:katerih
Pronoun	Pronoun-relative	Gender=masculine|Number=singular|Case=accusative|Syntactic-Type=adjectival|Animate=yes	Pronoun-relative	4	data/treex/000_orig/train/003#240:katerega
Pronoun	Pronoun-relative	Gender=masculine|Number=singular|Case=dative|Syntactic-Type=adjectival	Pronoun-relative	2	data/treex/000_orig/train/003#349:kateremu
Pronoun	Pronoun-relative	Gender=masculine|Number=singular|Case=genitive|Syntactic-Type=adjectival	Pronoun-relative	2	data/treex/000_orig/train/001#186:katerega
Pronoun	Pronoun-relative	Gender=masculine|Number=singular|Case=instrumental|Syntactic-Type=adjectival	Pronoun-relative	4	data/treex/000_orig/train/001#167:katerim
Pronoun	Pronoun-relative	Gender=masculine|Number=singular|Case=locative|Syntactic-Type=adjectival	Pronoun-relative	9	data/treex/000_orig/train/001#143:katerem
Pronoun	Pronoun-relative	Gender=neuter|Number=plural|Case=genitive|Syntactic-Type=adjectival	Pronoun-relative	1	data/treex/000_orig/train/001#51:katerih
Pronoun	Pronoun-relative	Gender=neuter|Number=plural|Case=locative|Syntactic-Type=adjectival	Pronoun-relative	2	data/treex/000_orig/train/001#43:katerih
Pronoun	Pronoun-relative	Gender=neuter|Number=singular|Case=dative|Syntactic-Type=adjectival	Pronoun-relative	1	data/treex/000_orig/test/001#287:kateremu
Pronoun	Pronoun-relative	Gender=neuter|Number=singular|Case=genitive|Syntactic-Type=adjectival	Pronoun-relative	3	data/treex/000_orig/train/002#109:katerega
Pronoun	Pronoun-relative	Gender=neuter|Number=singular|Case=instrumental|Syntactic-Type=adjectival	Pronoun-relative	1	data/treex/000_orig/train/002#190:katerim
